Démarre Ta Story : Anthony apprenti Bac Pro Agroéquipement.,168,39,,2018-11-14 00:00:00,MFR-CFA Chemillé,UCRa0O1c29WyDTZLyBjnq6xg,https://www.youtube.com/channel/UCRa0O1c29WyDTZLyBjnq6xg,"['MFR', 'AGRICULTURE', 'AGROEQUIPEMENT', 'FORMATION', 'CFA', 'APPRENTISSAGE']",7-rD-kTrowI
BP agroéquipement machines forestières Meymac,186,77,"Brevet Professionnel agroéquipement conduite et maintenance de machines forestières au CFPPA de Haute-Corrèze. 
Devenez mécanicien d'engins forestiers en vous perfectionnant à la conduite, une formation adulte sur 10 mois à l'Ecole Forestière de Meymac.
Plus d'informations : https://cfppa.epl-haute-correze.fr/index.php/formations-foret-bois/bp-agroequipement-machines-forestieres/
D'autres formations du CFPPA aux métiers de la forêt et du bois : https://cfppa.epl-haute-correze.fr/index.php/formations-foret-bois/",2021-01-17 00:00:00,Ecole Forestière de Meymac,UC-BgiEdL0ZMakjOBViC97mg,https://www.youtube.com/channel/UC-BgiEdL0ZMakjOBViC97mg,"['formation', 'forêt', 'formationadulte', 'CFPPA', 'mécanicien', 'mécanique', 'enginsforestiers', 'machines', 'machinesforestières', 'abatteuse', 'meymac', 'emploiforêt', 'bois', 'coupe', 'bûcheronnagemécanisé', 'bûcheronnage', 'haute-corrèze']",coruEreoN-E
"Romain, Martin et Etienne donnent leur avis sur le Bac Pro Agro-Equipement",4389,176,"Pour en savoir plus: http://www.agriavis.com/produit-10356-formation+scolaire-leap+savy+berlette-bac+pro+agroequipement.html
Romain, Martin et Étienne sont lycéens au LEAP de Savy-Berlette. Depuis septembre 2011, ils suivent le Bac Professionnel Agro- Equipement, en 3ans. Ils sont enchantés par leur formation, en particulier la polyvalence que ce Bac Pro leur apporte. Tous les trois envisagent poursuivre cette formation par un BTS Génie des Équipements Agricoles (GEA).",2013-07-10 00:00:00,www.Agriavis.com,UCPKuldD929EdCaNs1SiYXyw,https://www.youtube.com/channel/UCPKuldD929EdCaNs1SiYXyw,"['Bac Pro Agro-Equipement', 'LEAP de Savy-Berlette', 'Savy']",0msRP4bB5qA
BAC PRO Agroéquipement : Portes Ouvertes janvier 2022,82,39,"Bac Pro Agroéquipement ! Venez vous former à la MFR-CFA Chemillé pour devenir conducteur d'engins agricoles. Conduite, entretien et maintenance du matériel agricole. N'hésitez pas à nous contacter pour fixer un RDV pour une visite et un entretien personnalisés. Formations par apprentissage ou sous statut scolaire par alternance.",2021-11-04 00:00:00,MFR-CFA Chemillé,UCRa0O1c29WyDTZLyBjnq6xg,https://www.youtube.com/channel/UCRa0O1c29WyDTZLyBjnq6xg,[],x3oIKEYJeQA
Technicien / Technicienne prototypiste en agroéquipement,411,112,"Le technicien prototypiste en agroéquipement fait le lien entre le bureau d'études et la fabrication industrielle du produit. Il construit tout ou une partie d'un nouvel engin qu'il teste et modifie avant la production. Il allie bon niveau technique et créativité.

Pour en savoir plus : http://www.onisep.fr/Les-metiers-animes",2019-04-02 00:00:00,Onisep,UCRp-ewi7knuyLIbPmigPdEw,https://www.youtube.com/channel/UCRp-ewi7knuyLIbPmigPdEw,"['orientation', 'onisep', 'unicep', 'métier', 'formation', 'étude', 'collège', 'lycée', 'université', 'bac', 'apb', 'handicap', 'bts', 'dut', 'iut', 'master', 'licence', 'licence pro']",MDhtm9lRwJQ
Génie Rural  ( Énergie & Agroéquipement ),3133,145,L'INSTITUT AGRONOMIQUE ET VETERINAIRE HASSAN II vous présent sa nouvelle option de Génie Rural,2013-06-09 00:00:00,Eloufir Salmane,UCSUmUnQH5wv3iyNcz6FGMcA,https://www.youtube.com/channel/UCSUmUnQH5wv3iyNcz6FGMcA,"['génie rural', 'iav', 'IAV hassan 2', 'IAV HASSAN II']",yWWM0g6XDg8
Présentation du Bac pro agroéquipement à la MFR de Saint Sulpice,148,55,,2020-04-19 00:00:00,Stéphane Petit,UCu68cDZoCgRqTbXYtiK8tBg,https://www.youtube.com/channel/UCu68cDZoCgRqTbXYtiK8tBg,[],EUUgKO1tJFc
"Pas de panique : harmoniser la façade avec le reste du jardin - Silence, ça pousse ! 5 mars 2022",4958,664,"Abonnez-vous https://bit.ly/3FG2BHx 
Encore plus de vidéos de Silence, ça pousse ! : https://www.france.tv/france-5/silence-ca-pousse/ 
PAS DE PANIQUE :  Chez Cindy et Benoît
Dans le Cotentin, chez Cindy et Benoît, il faut découvrir comment harmoniser la façade avec le reste du jardin.

Immersion totale dans le monde du jardinage avec Stéphane Marie et Carole Tolila !
Le magazine « Silence , ça pousse ! »   célèbre le végétal sous toutes ses formes à travers différentes rubriques : 
Des Portraits et des Découvertes, qui mettent en lumière les acteurs indispensables et emblématiques de l’univers du jardin et du végétal, ainsi que les grands mouvements environnementaux qui préparent au monde de demain, 
Des décryptages de « Paysage » par Stéphane accompagné de professionnels, 
Des visites des plus beaux Jardins où le végétal est roi. 
Stéphane Marie, expert en jardinage, prodigue conseils et astuces pour transformer le moindre lopin de terre en  jardin de rêve, tandis que Carole Tolila nous fait découvrir des créations originales autour du végétal et des initiatives écologiques .
Temps fort de l'émission, la séquence «Pas de panique» dans laquelle Stéphane Marie intervient chez un particulier pour le réaménagement de son jardin.",2022-03-08 00:00:00,"Silence, ça pousse !",UClDjpetF1cOldIxuwyeOF5A,https://www.youtube.com/channel/UClDjpetF1cOldIxuwyeOF5A,"['Cotentin', 'Benoît', 'Cindy', 'façade', '5 mars 2022', 'Silence ça pousse', 'jardin', 'jardinage', 'Stéphane Marie', 'fleurs', 'plantes', 'espèces', 'conseils', 'astuces', 'tuto', 'botaniques', 'jardinier', 'carole tolila', 'pas de panique', 'visite', 'écologie', 'france 5']",6hwM40rJ2QU
Moisson de tournesol | Terminale Agroéquipement| Lycée Agricole de Bonnefont,386,127,"Bonjour à tous, aujourd'hui je vous montre la vidéo d'un chantier de moisson de tournesol réaliser par la classe de terminale Agroéquipement du lycée agricole de Bonnefont à Brioude dans la Haute-Loire (43) le 1er au octobre dernier, dans le but d'un examen MAP comptant pour le BAC. On retrouve une moissoneuse batteuse Laverda M306 appartenant a Mr THIOLAS, notre professeur d'agroéquipement ainsi qu'un TM 130 et un Claas Axion 810 appartenant au client chez lequel c'est dérouler le chantier. Un grand MERCI à nos professeur Mr BRUN et Mr THIOLAS pour l'organisation de cette journée mémorable.",2019-11-03 00:00:00,Agri-combrailles 63,UCR4nBpOIpxNYNW3KwSatefw,https://www.youtube.com/channel/UCR4nBpOIpxNYNW3KwSatefw,[],gauisUUDSus
Licence pro commerce interview France 3,1314,470,Présentation des métiers de l'agroéquipement plus particulièrement de la partie commercialisation.,2015-05-05 00:00:00,Licence commerce des Agroéquipements,UCstlM417EvgQfCEjwY04BTA,https://www.youtube.com/channel/UCstlM417EvgQfCEjwY04BTA,"['France 3 Lorraine', 'Interview', 'tracteur', 'moissoneuse batteuse', 'concession agricole', 'coopérative agricole lorraine', 'cal', 'licence', 'bac + 3', 'etudes supérieures', 'Licence Professionnelle', 'commerce', 'vente', 'transaction']",5K7mN_9Uo6A
"Filière Agroéquipements - BP Agroéquipement, conduite et maintenance des matériels",53,253,"Découvrez le BP Agroéquipement, conduite et maintenance des matériels, diplôme de niveau 4 du CFA Agricole Public des Hauts-de-France.

Retrouvez nos formations de la filière Agroéquipements sur : www.cfar-hdf.fr/nos-filieres-professionnelles/agroequipements 

Bande-son : ""Royalty free logo formation"" (libre de droit)
Montage : Pôle Communication du CFA Agricole Public des Hauts-de-France",2020-05-05 00:00:00,CFA Agricole Public des Hauts-de-France,UCsx9RL_-6JW7lQQyFl43xmg,https://www.youtube.com/channel/UCsx9RL_-6JW7lQQyFl43xmg,"['apprentissage', 'alternance', 'agricole', 'hauts-de-france']",FDXyoCTt6us
VIDEO 1 - FORMATION PRATIQUE DES ETUDIANTS DE LA LICENCE 3 EN AGROEQUIPEMENTS - CFS,264,995,VISITE GUIDEE DES ATELIERS DU CENTRE SECTORIEL DE FORMATION PROFESSIONNELLE AUX METIERS DU MACHINISME AGRICOLE DE DIAMA- SAINT-LOUIS/ CAMPUS FRANCO-SENEGALAIS,2021-11-04 00:00:00,Université du Sine Saloum El-Hâdj Ibrahima NIASS,UCs1rzfShA9vDoGZS3Kzae4Q,https://www.youtube.com/channel/UCs1rzfShA9vDoGZS3Kzae4Q,[],lUxBzV23VLw
Vente agroéquipement et services en agriculture urbaine,35,190,"Véronique Saint-Gès, économiste à l'INRAE,  se penche sur le business model des organisations marchandes et productives en agriculture urbaine spécialisées dans la vente d'agroéquipements et de services.",2020-10-05 00:00:00,UVED,UC2O8G8j60FUxB07HZabMrRw,https://www.youtube.com/channel/UC2O8G8j60FUxB07HZabMrRw,"['agriculture urbaine', ""vente d'agroéquipements"", 'business model', 'organisation marchande et productive']",cijHChjX1Co
Forum Agroéquipement AXEMA - Rediffusion Jeudi matin (Part 1),32,3600,Revivez les temps forts du jeudi 17 mai 2018 lors du Forum Agroéquipement Axema !,2018-06-04 00:00:00,AXEMA,UCFx5f3k1FhakRja9gmYFwFA,https://www.youtube.com/channel/UCFx5f3k1FhakRja9gmYFwFA,"['agriculture', 'numérique', 'plateforme', 'futur', 'vision', 'internet', 'machine', 'industriel', 'distributeur', 'agriculteur', 'axema', 'conférence', 'forum', 'dunkerque', 'machinisme', 'évolution', 'cofarming', 'collaboratif', 'collectif', 'mutualisation', 'partage', 'faire ensemble']",CdrEiJ9h2ow
Ateliers agroéquipement,46,55,,2021-04-08 00:00:00,Lycée Agricole Gignac,UCijjVmjpENHMV9d8B3UYsDg,https://www.youtube.com/channel/UCijjVmjpENHMV9d8B3UYsDg,[],jC41a7dCg5g
Remise JFLMQMP 2020 : l'Agroéquipement la technologie au service de la nature,117,392,Retrouvez la remise de la catégorie Aprodema dans le concours Je filme le métier le métier qui me plait 2020,2020-06-22 00:00:00,Aprodema Aprodema,UCMLLcgMQSlAiLCcBKBMGxTQ,https://www.youtube.com/channel/UCMLLcgMQSlAiLCcBKBMGxTQ,[],m5jm19ad2Ok
Bac Professionnel Agroéquipement  VF,205,145,,2021-03-10 00:00:00,Lycée Francois Marty,UC3EzHVrwP89KPcDawsd1EXA,https://www.youtube.com/channel/UC3EzHVrwP89KPcDawsd1EXA,[],XW0u3Fhisjs
tp agroéquipement au Lycée de la nature et du vivant,405,32,TP d'agroéquipement avec un fendt 718 qui entraine un fendt 413 avec une charrue 5 fers bonnel qui a été placer au neutre affin de voir la résistance du sol le patinage et la force de traction. les 2 tracteurs ont été relier entre eux par avec des cables et un dynamometre au milieu.,2013-10-01 00:00:00,greglagriculteurdu51,UCeQcSi-zVpnPybkweP96Vaw,https://www.youtube.com/channel/UCeQcSi-zVpnPybkweP96Vaw,[],EVGaD59vnpA
"""Réactions de viticulteurs"" aux Journées Agroéquipement en Champagne 2016",28,163,"Journée de démonstrations, à la parcelle, de matériels disponibles en Champagne pour répondre aux problématiques des viticulteurs champenois. En 2016, sujet traité : l'entretien du sol",2017-07-11 00:00:00,Chambre d'agriculture de l'Aube,UC1JASJjMDNWoTTZrUDQbQrw,https://www.youtube.com/channel/UC1JASJjMDNWoTTZrUDQbQrw,"['entretien du sol en viticulture', 'démonstration de matériel en champagne']",PX1c5vscWEQ
La place des agroéquipements dans l'agroécologie,59,176,Agro E&E - projet ARPIDA,2019-05-27 00:00:00,FRcuma Ouest,UCQpYmaFwaaMueht3fXX2_DQ,https://www.youtube.com/channel/UCQpYmaFwaaMueht3fXX2_DQ,"['cuma', 'agroéquipements', 'agroécologie', 'arpida', 'FRcumaOuest', 'Agro', 'E&E']",uvhNVOwbYDs
"Tiffany, 20 ans en licence professionnelle GTEA (agroéquipement)",379,120,"A l'occasion du salon de l'agriculture 2020, nous sommes partis à la rencontre de deux jeunes en formation dans le réseau Aproderma. Focus sur Tiffany, 20 ans en licence professionnelle Mention Maintenance et technologie : systèmes pluritechniques GTEA. Elle nous explique son parcours et pourquoi elle a choisi le secteur de l'agriculture et de l'agroéquipement.",2020-02-28 00:00:00,Centre Inffo,UCtwR0NyeLK63RawgCn1bpjA,https://www.youtube.com/channel/UCtwR0NyeLK63RawgCn1bpjA,[],sbmybzxDEtc
JPO Online : CFA - Filière agricole et Agroéquipement + CFPPA - BPA Agricole,357,4800,,2020-05-30 00:00:00,EPL67,UCAHgetnKi4w0FObP1WCLuYA,https://www.youtube.com/channel/UCAHgetnKi4w0FObP1WCLuYA,[],E1kIXgmCjRk
ASSAGU :  La 17ème édition du salon de l’élevage et de l’agroéquipement à la safex d’Alger,85,1277,,2017-10-18 00:00:00,Almagharibia Tamazight,UCRRgDNJBngOz2Bb7eW9HXkw,https://www.youtube.com/channel/UCRRgDNJBngOz2Bb7eW9HXkw,[],h1H6NB5Jxyw
Essai des machines Reform par les élèves du lycée Armand David (Hasparren),1241,366,agroéquipement; armand david;,2014-05-06 00:00:00,Annabelle Montoya,UCgAc0xbBwempD_J0HzRRW1w,https://www.youtube.com/channel/UCgAc0xbBwempD_J0HzRRW1w,[],zB1PNNAc_m0
30 avril 2021 – Métiers de l'agroéquipement,28,1519,"Alors que les collégiens et lycéens suivaient les cours à distance, Proch’Orientation a proposé un break « Info métiers » en début d’après-midi pour échanger de manière interactive avec un ambassadeur  Proch’Orientation qui présentait son métier et répondait en direct aux questions. 
Pour ce nouveau rendez-vous, Ingrid reçoit M. Hély qui présente son parcours et la diversité des métiers de l’agroéquipement, un secteur mal connu qui offre des opportunités intéressantes aux jeunes.",2021-05-06 00:00:00,Région Hauts-de-France,UCyuW5V5YSUpeb_hkQ8DkDPg,https://www.youtube.com/channel/UCyuW5V5YSUpeb_hkQ8DkDPg,[],mzdHcRx1teA
Les rencontres de l'agroéquipement 2021,8,69,"Les Pôles ID4CAR et VÉGÉPOLYS VALLEY, le cluster ELINNOVE, et La Chambre d’Agriculture Pays de la Loire organisent le 25 novembre prochain, en partenariat avec KUHN, la 5ième édition des « Rencontres de l’agroéquipement », journée d’information et de RDV.

• Vous êtes producteurs ? Vous souhaitez contribuer à orienter les développements des agro-équipementiers pour répondre à vos besoins ?
• Vous êtes acteur de l’AgTech ? Vous avez des solutions technologiques pertinentes à présenter aux agroéquipementiers ?
• Vous êtes constructeur d’engins agricoles ? Vous souhaitez booster votre compétitivité sur le marché agri et anticiper les orientations futures ?

Venez rencontrer vos partenaires de l’agroéquipement lors de cette journée qu’ils soient intégrateurs agro-équipementiers, fabricants de machines spéciales, utilisateurs / producteurs dans les filières végétales et animales ou acteurs de la Recherche et de la Formation.

Programme:

Temps 1 : 9h30 - Vision prospective : les futurs envisageables

Quels agroéquipements pour demain ? – Gilbert Grenier, Ex-professeur Bordeaux Science Agro
​Quelles sont les préoccupations du terrain ? : Zoom sur la vision des producteurs spécialisés – Camille Guérin, Ingénieure Innovation Réglementation, FNAMS
Enjeu de la donnée et de l’interopérabilité des systèmes – Christian Adler, Responsable électronique, KUHN Group

Temps 2 : 11h15 – 12h45 : Souveraineté et proximité

Souveraineté industrielle : Quels enjeux et réponses pour un agro-équipementier ?  – En attente confirmation intervenant
Proximité utilisateur : Les potentiels de la maintenance à distance – En attente confirmation intervenant
Optimiser les liens constructeurs / distributeurs / utilisateurs : exemple de Trektor en robotique agricole  – Fabien Arignon, Directeur Général, SITIA

Temps 3 : 14h00 – 15h00 : Réduction de l’impact carbone et nouvelles énergies

Vision d’un motoriste : les futurs gammes produits dans le contexte de mix énergétique – Benjamin Deysieux, Ingénieur d’affaires, VOLVO PENTA EUROPE
Optimisation de l’énergie embarquée dans les engins off-road, DINTEC
La conversion des véhicules agricoles, En attente confirmation
La production des nouvelles énergies : H2, Biogaz et territoires – Stéphane BOIREAU, Chef de service Énergie Économie circulaire, CHAMBRE PAYS DE LA LOIRE
Les avancées du photovoltaïque appliqué au monde agricole – Benoit PINEAU, Chef de marché aviculture, OKWIND

​​Temps 4 : 15h15 – 17h00 : Visite industrielle de KHUN AUDUREAU


ℹ ID4CAR est le hub de référence des filières Véhicules et Mobilités du Grand Ouest (Bretagne, Pays de la Loire et Nouvelle-Aquitaine). Notre mission : développer la compétitivité par l’Innovation, le Business & l’Industrie du futur.

Retrouvez nos évènements, nos actualités, nos services et nos membres sur:
💻 http://www.id4car.org​​​
🐤 https://twitter.com/ID4CAR​​​
👔 https://www.linkedin.com/company/id4car

Music from Uppbeat (free for Creators!):
https://uppbeat.io/t/bosnow/big-beat
License code: OP6WQ2X4LAA8AVN4",2021-11-26 00:00:00,ID4CAR,UCTVazYizN7wnpC6W0Ho6yig,https://www.youtube.com/channel/UCTVazYizN7wnpC6W0Ho6yig,[],sYZJyCTgmnk
J'aime mon métier: agroéquipement,554,60,"""J'aime mon métier: agréquipement"", un clip vidéo réalisé par les étudiants du LPA ANDRÉ GUILLAUMIN -  sur le thème des métiers de demain dans nos campagnes, dans le cadre de la 4ème édition du concours ""Cultures"" Agri.

Plus d'infos sur...
http://www.culturesagri.fr
https://www.facebook.com/culturesagri
https://twitter.com/culturesagri
Retrouvez toute l’actualité agricole sur : http://www.agrisalon.com/",2014-11-06 00:00:00,Cultures Agri,UCwuH4a49YZQndF8FeJwinZg,https://www.youtube.com/channel/UCwuH4a49YZQndF8FeJwinZg,"['Enseignement', 'agricole', 'Crédit', 'mutuel', 'Agriculture', 'Jeu', 'concours', 'Cultures', 'Agri', 'Jeunes', 'agriculteurs', 'JA']",wcnEg27LldI
"Sophie Devienne : Agroéquipements et système agricole, regard sur les États-Unis",1370,2373,"[Conférence] Sophie Devienne (agronome, UFR Agriculture Comparée et Développement Agricole, AgroParisTech) : Agroéquipements et système agricole : regard sur les États-Unis

Une comparaison avec les dynamiques actuelles aux États-Unis sur le dimensionnement des outils de production des fermes en rapport au niveau de capitalisation des exploitations américaines et le recours à l’automatisation. Retour également sur le développement d’une agriculture de proximité écologique et sur les politiques publiques efficaces en la matière sous la précédente administration.

Cette vidéo a été tournée lors du Séminaire d'InPact organisé avec AgroParistech le 5 avril 2017 sur le thème de ""la Souveraineté technique et technologique des paysans"" (http://www.latelierpaysan.org/Seminaire-INPACT-AgroparisTech)

Le lien pour le télécharger les Actes papier des 6 interventions du séminaire (16 Mo) : http://www.latelierpaysan.org/IMG/pdf/atelier_paysan_-_actes_ok.pdf

Merci à Coline Sauzion (AGTER) et Jérémie Grojnowski (Anthropologie visuelle) d'avoir respectivement capturé et monté cette vidéo.",2017-06-26 00:00:00,L'Atelier Paysan,UCPiHkHuvop9C0l5uLjLtMng,https://www.youtube.com/channel/UCPiHkHuvop9C0l5uLjLtMng,"['USA', 'États-Unis', 'Agriculture', 'développement comparé', 'Agroparistech', 'machinisme', 'maïs']",f5C9HLeo11E
Parc Agroéquipement / Matériel Aménagements Paysagers,440,83,"Présentation en vidéo de notre parc agroéquipement, du matériel utilisé en aménagements paysagers par les élèves et du simulateur de conduite tractopelle et chariot élévateur.
Site Internet : https://www.lyceeagricole-gignac.fr/
Facebook : https://www.facebook.com/lycee.agri.gignac/
Instagram : https://www.instagram.com/lycee_agricole_gignac/",2020-07-01 00:00:00,Lycée Agricole Gignac,UCijjVmjpENHMV9d8B3UYsDg,https://www.youtube.com/channel/UCijjVmjpENHMV9d8B3UYsDg,[],LRSGUbWq2MQ
La seconde agroéquipement d'Arnaud...,283,137,ma seconde agroéquipement à la MFR de Bressuire,2009-06-26 00:00:00,racmfr,UCzUCltipSNwGyPqTRvpcfcg,https://www.youtube.com/channel/UCzUCltipSNwGyPqTRvpcfcg,"['seconde', 'agroéquipement', '2008-2009', 'MFR', 'Bressuire']",7FPpjeeHvbs
Le stand des métiers de l'agroéquipement au SIA,351,412,A voir aussi sur www.video22.fr,2012-03-26 00:00:00,michel chatellier,UCCpJM0-7AZOzLXJZsAablfQ,https://www.youtube.com/channel/UCCpJM0-7AZOzLXJZsAablfQ,"['sia', 'agroéquipement', 'agriculture', 'aprodema', 'axema', 'sedima', 'machines', 'agrocoles']",Sy4xiFXbQkA
FORMATION MACHINISME AGROEQUIPEMENT,13656,85,"Se former au machinisme agricole, c'est apprendre à conduire, utiliser, entretenir, réparer, vendre et pourquoi pas, concevoir des machines agricoles. Un beau programme qui va du CAP, Bac Pro, BTSA à la licence pro et au diplôme d'ingénieur. En avant toute : la filière recrute plus de 5000 personnes par an !",2014-04-08 00:00:00,Enseignement Agricole Privé - CNEAP,UClD_8dGk7RFl3sThHfzmaBQ,https://www.youtube.com/channel/UClD_8dGk7RFl3sThHfzmaBQ,"['tracteur', 'moisonneuse', 'agriculture', 'élagueuse', 'ensileuse', 'rotavator', 'semoir', 'épandard', 'tonne à lisier', 'vibroculteur', 'soudure', 'salle de traite', 'tronçonneuse', 'matériel', 'équipement', 'agroéquipement', 'machinisme', 'mécanique', 'atelier', 'réparation', 'entretien', 'sécurité', 'rouleau croskill', 'hydraulique', 'informatique', 'GPS', 'charrue', 'herse', 'pulvérisateur', 'stabulation', 'silo']",5lWYSDQwpVs
BAC PRO Agro équipement - ANEFA Charente,271,318,"L’ANEFA Charente a pour missions :
- Promouvoir l’agriculture et ses métiers,
- Promouvoir la formation agricole,
- Mettre en adéquation l’offre d’emploi et la demande d’emploi via notre site internet www.anefa-emploi.org - Spécialiste de l’emploi agricole
 - Réaliser des opérations de communication et de promotion de l’emploi et de la formation agricole,
- Réaliser des actions en faveur de l’emploi saisonnier.
L'ANEFA Charente - 53 impasse Louis Daguerre - 16000 ANGOULÊME",2018-06-18 00:00:00,ANEFA Charente,UCqfUL1P8aqc2-HuOJwzCs3g,https://www.youtube.com/channel/UCqfUL1P8aqc2-HuOJwzCs3g,"['BAC PRO Agro équipement', 'mécanique agricole', 'machinisme', 'tracteur', 'apprentissage', 'mécanique', 'remorque', 'soudure', 'graissage', 'vidange', 'réparation', 'reparer', 'Anefa', 'anefa charente', 'sandrine boinot', 'boinot', 'ANGOULEME', 'DEPARTEMENT DE LA CHARENTE', 'CHARENTE', ""CFPPA L'OISELLERIE LA COURONNE"", ""CFA L'OISELLERIE LA COURONNE"", 'ANEFA 16']",ucnkAeBjZOQ
"Les formations "" Maintenance, agroéquipement,TP """,42,627,"Présentation des #formations par #Alternance et #Apprentissage dans les secteurs professionnels de la  "" Maintenance, agroéquipement,Travaux Publics "" dans MFR de Bourgogne Franche Comté. #MFRBFC #MFR",2021-01-11 00:00:00,MFR Bourgogne-Franche-Comté,UCPqUfeiKyh_NptmS75IgrkQ,https://www.youtube.com/channel/UCPqUfeiKyh_NptmS75IgrkQ,"['mfr', 'mfr bourgogne franche comté', 'fédération régionale des mfr', 'alternance', 'formations', 'apprentit', 'apprentissage', 'FR MFR BFC']",6I1lrhV8d0A
Toutes les nouvelles technologies des Agroéquipements  commentées et expliquées,459,115,,2015-03-18 00:00:00,videofilmagri,UCqtsDi7dt15-zrtSXrlasnQ,https://www.youtube.com/channel/UCqtsDi7dt15-zrtSXrlasnQ,[],W_E8ljmw9oE
Interview de Rémy et Gauthier - apprentis filière agroéquipements et machinisme agricole,452,185,"Découvrez Rémy et Gauthier apprentis en agroéquipements et machinisme agricole. 
Il nous raconte leurs parcours à l'UFA de Bourbourg.",2021-05-19 00:00:00,CFA-ECCLOR,UCSZL39ZVrg4xcrKuKERisHQ,https://www.youtube.com/channel/UCSZL39ZVrg4xcrKuKERisHQ,"['interview', 'apprentissage', 'cfa', 'genech', 'alternance', 'cap', 'bac', 'bts', 'agroéquipements', 'machinisme', 'bourbourg']",GRE3vWfwOXg
"J'aime mon métier, l'agroéquipement",716,130,Fillm d'animation réalisé dans le cadre du projet artistique des Terminale Bac Pro AE pendant l'année scolaire 2011-2012,2014-04-10 00:00:00,Lycée La Germinière,UCPQazVBeoj3bgRx7pmTzurg,https://www.youtube.com/channel/UCPQazVBeoj3bgRx7pmTzurg,"['animation', 'vidéo', 'film', 'projet artistique', 'agroéquipement', 'lycée agricole', 'la germinière', 'sarthe', '72', 'eap72', 'terminale AE', 'bac pro']",_yHNK1UBmyE
J'aime l'agroéquipement,478,176,"APRODEMA Trophée 2017 ""j'aime mon métier"".
Dans le cadre du trophée 2017 ""j'aime mon métier"", les jeunes étudiants en BTS GDEA de la MFR La Pignerie à Laval ont présenté les différents travaux agricoles.",2017-01-26 00:00:00,mfrPignerie,UCVvB1bbhkkKw62aey-zCBOw,https://www.youtube.com/channel/UCVvB1bbhkkKw62aey-zCBOw,"['APRODEMA', 'MFR La Pignerie', 'LAVAL', 'Agroéquipement', ""J'aime mon métier"", 'BTS GDEA']",RBZiKoqtoqs
Bac Pro CGEA Journée technique.,885,105,"Présentation d'une journée technique réalisée en filière CGEA au début de l'année scolaire 2020-2021. Au programme de la zootechnie, de l'agronomie et de l'agro-équipement en situation concrète sur la ferme expérimentale de Derval, Partenaire du Lycée Saint clair.",2020-10-12 00:00:00,Lycée Saint-Clair,UCV-njQIAL_L1ubn-e2463JA,https://www.youtube.com/channel/UCV-njQIAL_L1ubn-e2463JA,[],LCaQzA3g18Q
France relance : Prime à la conversion des agroéquipements,150,134,"Dotée de 215 millions d’euros, la prime à la conversion des agroéquipements de France Relance a rencontré un succès massif et rapide. Ce programme permet une substitution ou une réduction importante de l’utilisation d’intrants. Il est désormais clos avec plus de 205 millions d’euros de demandes déposées. Avec près de 15 000 dossiers déposés, ce sont autant d’agriculteurs, CUMA et entreprises de travaux agricoles qui vont ainsi pouvoir s’équiper de matériels performants pour remplacer leur ancien matériel et faire évoluer leurs pratiques vers plus d’agroécologie. Rencontre avec le co-fondateur de Naïo Technologies et de Marc Larrieu, maraîcher dans les Landes.


Chaîne officielle du ministère de l'Agriculture et de l'Alimentation.
Suivez-nous sur : 
- Twitter : @Agri_Gouv
- Facebook : @Agriculture.Gouv
- Instagram : min_agriculture",2021-04-08 00:00:00,Ministère de l'Agriculture et de l'Alimentation,UCqiJSHUcjlGIHcejo5B1NSA,https://www.youtube.com/channel/UCqiJSHUcjlGIHcejo5B1NSA,[],9pUlFTKb9Lk
Vincent Costenoble - Advitam Agroéquipement | Terres en Fête 2016,389,204,+ d'informations sur http://mbscom.fr/terres-en-fete-2016,2016-06-08 00:00:00,Agence MBS,UCTmHYxITx83BCX6AW17tvOw,https://www.youtube.com/channel/UCTmHYxITx83BCX6AW17tvOw,"['Vincent Costenoble', 'mbscom', 'mbs', 'mbs communication', 'mbs prod', 'advitam', 'interview', 'terres en fete', 'advitam agroequipement', 'casa service machine', 'casa agripro', 'verhaeghe', 'ag leader', 'satplan', 'salon agricole', 'foire agricole', 'agriculture précision', 'gps', 'autoguidage', 'tracteur']",y0gqSWF1PuI
BP agroéquipement golf Neuvic,126,91,"Présentation du Brevet Professionnel en agroéquipement, conduite et maintenance des matériels de golf.
Cette formation unique en France est proposée par le CFPPA de Haute-Corrèze, les cours ont lieu au lycée Henri Queuille et utilisent le golf de Neuvic comme plate-forme pédagogique.
NOUVELLE PROMOTION EN COURS DE RECRUTEMENT ! Début des cours en juin 2021.
Plus d'informations sur cette formation : https://cfppa.epl-haute-correze.fr/index.php/formations-golf/bp-agroequipement-materiels-de-golf/",2021-01-11 00:00:00,Lycée Henri Queuille Neuvic,UCSVts9F2BufYWoq-v15jAwg,https://www.youtube.com/channel/UCSVts9F2BufYWoq-v15jAwg,"['golf', 'mécanicien', 'mecanique', 'tondeuse', 'agroéquipement', 'métierdugolf', 'lyceehenriqueuille', 'neuvic', 'emploigolf', 'matérieldegolf', 'maintenance']",0-Ve4mJvqBY
